num_factura,fecha,proveedor,nif_cif,tipo,categoria,importe_base,iva,importe_total,estado_factura,importe_pendiente
FAC-2023-0199,2025-11-20,Formación Tech Academy,F31531363,Ingreso,Transporte,6245.22,624.52,6869.74,Pagada,0.0
FAC-2024-0200,2023-09-18,Transporte Velóz S.A.,,Gasto,Limpieza,850.76,178.66,1029.42,Pendiente,1029.42
FAC-2025-0201,2024-03-31,Alimentación Cota,68671773,Ingreso,Consultoría,44645.22,9375.5,54020.72,Parcialmente Pagda,27010.36
FAC-2025-0001,2025-04-10,Hosting & Cloud Slu,A46498931,Ingreso,Formación,9654.81,386.19,10041.0,Parcialmente Pagada,5020.5
FAC-2024-0203,2023-05-18,Techparts España,D35548640,Gasto,Consultoría,14040.92,1404.09,15445.01,Pendiente,15445.01
FAC-2025-0204,2025-03-11,Logística Martínez,D80468275,Ingreso,Formación,44948.32,1797.93,46746.25,Pagada,0.0
FAC-2023-0205,2024-09-14,Consultoría Ramos,,Gasto,Formación,14202.93,568.12,14771.05,Parcialm. Pagada,0.0
FAC-2024-0206,2024-12-05,Electricidad Pérez,72752088,Ingreso,Alimentación,7823.24,1642.88,9466.12,Pagada,0.0
FAC-2025-0207,2023-02-20,Diseño Gráfico Valencia,D43018718,Ingreso,Transporte,20380.68,2038.07,22418.75,Pagada,0.0
FAC-2023-0208,2024-08-05,Seguridad Total S.L.,G74266299,Gasto,Marketing,8655.76,346.23,9001.99,Vencidda,0.0
FAC-2024-0209,2023-10-08,Papelería Central,H87300244,Gasto,Transporte,5021.48,1054.51,6075.99,Parcialmente Pagada,3037.995
FAC-2025-0210,2023-05-17,Alimentación Costa,H15890429,Ingreso,Tecnología,30145.12,1205.8,31350.92,Vencida,31350.92
FAC-2023-0211,2023-07-13,Asesoría Fiscal López,E45189520,Ingreso,Infraestructura,30138.74,3013.87,33152.61,Pendiente,33152.61
FAC-2024-0212,2023-08-27,Formación Tech Academy,F24013223,Ingreso,Marketing,41032.81,8616.89,49649.7,Parcialmente Pagada,24824.85
FAC-2025-0213,2023-09-01,Transporte Veloz S.A.,D93250124,Ingreso,Material De Oficina,45472.2,9549.16,55021.36,Pagada,0.0
FAC-2023-0214,2023-01-09,Asesoría Fiscal López,C71256638,Ingreso,Alimentacion,48692.21,10225.36,58917.57,Vencida,58917.57
FAC-2024-0215,2024-03-08,Logísitca Martínez,D17520716,Gasto,Formación,11450.8,458.03,11908.83,Pagada,0.0
FAC-2025-0216,2024-02-15,Servicios Digitales Ruiz,E65796784,Ingreso,Consultoría,29950.56,6289.62,36240.18,Pendiente,36240.18
FAC-2023-0217,2024-09-12,Servicios Digitales Ruiz,H34778485,Gasto,Mantenimiento,15568.07,3269.29,18837.36,Vencida,18837.36
FAC-2024-0001,2024-09-12,Marketing Online Bcn,H88977828,Gasto,Material De Oficina,22123.27,2212.33,24335.6,Pagada,0.0
FAC-2025-0219,2025-02-18,Materiales Hernandez,14152085,Gasto,Consultoría,2478.88,99.16,2578.04,Pagada,0.0
FAC-2023-0220,2024-11-19,Consultoria Ramos,B83440496,Ingreso,Formación,25088.2,1003.53,26091.73,Pagad,0.0
FAC-2024-0221,2025-10-30,Seguridad Total Sl,H82082973,Ingreso,Consultoría,40304.27,8463.9,48768.17,Pagada,0.0
FAC-2025-0222,2025-08-05,Hosting & Cloud Slu,B36442493,Ingreso,Infraestrucutra,7813.31,781.33,8594.64,Pendiente,8594.64
FAC-2023-0223,2023-03-01,Techparts España,H00159416,Ingreso,Transporte,13290.64,531.63,13822.27,Vencida,13822.27
FAC-2024-0224,2023-09-08,Asesoría Fiscal López,D63212347,Gasto,Formacion,19341.11,773.64,20114.75,Pagada,0.0
FAC-2025-0225,2023-02-13,Materiales Hernandéz,E86451837,Gasto,Formación,16152.67,3392.06,19544.73,Vencida,19544.73
FAC-2023-0226,2024-07-15,Servicios Digitales Ruiz,B24815698,Gasto,Consultoria,21667.79,4550.24,26218.03,Parcialmente Pagada,13109.015
FAC-2024-0227,2023-11-20,Limpieza Industrial Norte,C42954316,Gasto,Mantenimiento,6277.61,627.76,6905.37,Pagada,0.0
FAC-2025-0228,2024-06-20,Mobiliario Oficina Plus,,Ingreso,Tegnología,35212.43,3521.24,38733.67,Parcialmente Pagada,19366.835
FAC-2023-0229,2023-02-28,Transporte Veloz S.A.,B07256366,Gasto,Transporte,7290.31,291.61,7581.92,Parcialmente Pagada,3790.96
FAC-2024-0230,2025-02-19,Mobiliario Oficina Plus,H57215862,Ingreso,Material De Oficina,15474.11,3249.56,18723.67,Vencida,18723.67
FAC-2025-0231,2023-12-04,Papelería Central,03203207,Gasto,Infraestructura,7922.8,1663.79,9586.59,Vencida,9586.59
FAC-2023-0232,2023-07-11,Diseño Gráfico Valencia,D90892613,Ingreso,Transporte,10584.82,423.39,11008.21,Pagada,0.0
FAC-2024-0233,2025-07-31,Distribuciones Lopez,H59230450,Gasto,Transporte,20775.95,4362.95,25138.9,Pagada,0.0
FAC-2025-0234,2023-09-04,Servicios Digitales Ruiz,15837767,Gasto,Marketing,7498.74,1574.74,9073.48,Vencida,9073.48
FAC-2023-0235,2025-12-10,Marketing Online Bcn,E38649081,Ingreso,Transporte,4656.52,977.87,5634.39,Parcialmente Pagada,2817.195
FAC-2024-0236,2023-02-03,Electricidad Perez,E59779452,Gasto,Mantenimiento,2892.69,607.46,3500.15,Pagada,0.0
FAC-2025-0237,2024-09-11,Mobiliario Oficina Plus,D72368314,Gasto,Limpieza,2236.5,223.65,2460.15,Vencida,2460.15
FAC-2024-0001,2024-08-26,Suministros García S.L.,H99840767,Gasto,Mantenimiento,14257.29,2994.03,17251.32,Pendiente,17251.32
FAC-2024-0239,2023-08-28,Formación Tech Academy,H38395972,Ingreso,Limpieza,24992.05,999.68,25991.73,Parcialmente Pagada,12995.865
FAC-2025-0240,2023-06-26,Diseño Gráfico Valencia,H43380054,Ingreso,Mantenimiento,33519.29,3351.93,36871.22,Pendiente,36871.22
FAC-2023-0241,2025-11-21,Consultoría Ramos,B19918081,Gasto,Material De Oficina,15127.02,3176.67,18303.69,Vencida,18303.69
FAC-2024-0242,2024-02-18,Materiales Hernandéz,B45653286,Gasto,Consultoría,11005.76,2311.21,13316.97,Pendiente,13316.97
FAC-2025-0243,2025-11-25,Electricidad Pérez,G02908466,Ingreso,Formación,47210.32,9914.17,57124.49,Pendiente,57124.49
FAC-2023-0244,2025-06-24,Asesoría Fiscal López,C88431884,Ingreso,Marketing,35024.81,7355.21,42380.02,Parcialmente Pagda,21190.01
FAC-2024-0245,2025-11-05,Asesoría Fiscal López,A75399893,Ingreso,Material De Oficina,18046.43,3789.75,21836.18,Vencida,21836.18
FAC-2025-0246,2025-04-23,Electricidad Pérez,G49767762,Gasto,Tecnologia,2094.58,439.86,2534.44,Pendiente,2534.44
FAC-2023-0247,2024-08-16,Distribuciones Lopez,C29604432,Gasto,Tecnologia,1055.04,105.5,1160.54,Pagada,0.0
FAC-2025-0001,2025-10-30,Consultoría Ramos,G63658074,Gasto,Formación,15929.68,3345.23,19274.91,Pendiente,19274.91
FAC-2025-0001,2025-12-04,Distribuciones López,E33971895,Ingreso,Alimentación,9875.1,2073.77,11948.87,Pagada,0.0
FAC-2023-0250,2024-06-07,Distribuciones López,C00461526,Ingreso,Limpieza,38531.08,3853.11,42384.19,Pendiente,42384.19
FAC-2024-0251,2025-08-09,Fontaneria Express,B38249671,Ingreso,Limpieza,27879.49,5854.69,33734.18,Pagada,0.0
FAC-2025-0252,2024-08-15,Formación Tech Academy,G53984028,Gasto,Material De Oficina,16343.82,1634.38,17978.2,Pagada,0.0
FAC-2023-0253,2024-07-13,Transporte Veloz Sa,C09700268,Gasto,Consultoría,6185.91,247.44,6433.35,Vencida,6433.35
FAC-2024-0254,2025-01-03,Marketing Online Bcn,F31943375,Ingreso,Consultoría,19644.18,4125.28,23769.46,Parcialmente Pagada,11884.73
FAC-2025-0255,2023-09-20,Servicios Digitales Ruiz,E30894870,Ingreso,Mantenimiento,37425.69,3742.57,41168.26,Pendente,0.0
FAC-2023-0256,2023-04-07,Diseño Gráfico Valencia,36133254,Gasto,Infraestructura,6984.43,1466.73,8451.16,Pagada,0.0
FAC-2024-0257,2025-11-30,Diseño Gráfico Valencia,B10065120,Ingreso,Cosultoría,39808.5,8359.78,48168.28,Pagad,0.0
FAC-2025-0258,2025-05-26,Alimentacion Costa,B10919392,Ingreso,Formación,44056.94,9251.96,53308.9,Parcialmente Pagada,26654.45
FAC-2023-0259,2025-08-19,Asesoría Fiscal López,C03880653,Gasto,Limpieza,7751.43,310.06,8061.49,Pendiente,8061.49
FAC-2024-0260,2024-09-05,Mobiliario Oficina Plus,A33793375,Gasto,Mantenimiento,10496.45,1049.65,11546.1,Vencida,11546.1
FAC-2025-0261,2025-01-07,Materiales Hernández,83230241,Gasto,Formación,1145.43,240.54,1385.97,Pendiente,1385.97
FAC-2023-0262,2023-09-25,Asesoría Fiscal López,09938425,Gasto,Tecnología,19882.71,1988.27,21870.98,Pagada,0.0
FAC-2024-0263,2025-02-05,Mobiliario Oficina Plus,H49690333,Ingreso,Transporte,25180.09,5287.82,30467.91,Parcialmente Pagada,15233.955
FAC-2025-0264,2024-12-21,Materiales Hernández,H54602734,Ingreso,Limpieza,11893.79,2497.7,14391.49,Parcialmente Pagada,7195.745
FAC-2023-0265,2024-02-15,Distribuciones López,D92840445,Ingreso,Tecnología,17021.01,680.84,17701.85,Vencida,17701.85
FAC-2024-0266,2025-08-29,Materiales Hernández,B53663778,Gasto,Alimentacion,5881.39,1235.09,7116.48,Pendente,0.0
FAC-2025-0267,2023-03-07,Fontanería Express,G63618637,Gasto,Consultoría,23057.5,2305.75,25363.25,Pagada,0.0
FAC-2023-0268,2024-02-26,Servicios Digitales Ruiz,B28671632,Ingreso,Tecnologia,12035.45,2527.44,14562.89,Parcialmente pagada,7281.445
FAC-2024-0269,2024-05-20,Materailes Hernández,F46926329,Gasto,Tecnología,13170.12,2765.73,15935.85,Parcialmente Pagada,7967.925
FAC-2025-0270,2025-04-22,Papelería Central,67243807,Gasto,Tecnología,24810.12,5210.13,30020.25,Pendiente,30020.25
FAC-2023-0271,2023-06-19,Consultoria Ramos,B24186210,Gasto,Formacion,13733.29,1373.33,15106.62,Parcialmente Pagada,7553.31
FAC-2024-0272,2023-01-10,Fontaneria Express,A60053131,Gasto,Formación,1264.18,265.48,1529.66,Pagada,0.0
FAC-2025-0273,2023-09-05,Mobiliario Oficina Plus,H31495013,Ingreso,Infraestructura,12004.2,2520.88,14525.08,Parcialmente Pagada,7262.54
FAC-2023-0274,2024-10-26,Hosting & Cloud Slu,F71509976,Ingreso,Limpieza,49080.09,10306.82,59386.91,Pagada,0.0
FAC-2024-0275,2023-10-09,Seguridad Total Sl,H52450864,Ingreso,Mantenimiento,19038.92,761.56,19800.48,Pagada,0.0
FAC-2025-0276,2025-06-24,Mobiliario Oficina Plus,C12983381,Gasto,Infraestructura,15763.07,3310.24,19073.31,Vencida,19073.31
FAC-2023-0277,2025-02-12,Papelería Centrl,A66149828,Gasto,Tecnologia,4235.76,889.51,5125.27,Vencida,5125.27
FAC-2024-0278,2025-02-05,Materiales Hernández,B60169236,Ingreso,Material De Oficina,24826.96,5213.66,30040.62,Pagada,0.0
FAC-2025-0279,2025-09-05,Techparts España,97243992,Gasto,Marketing,910.96,36.44,947.4,Pendiente,947.4
FAC-2023-0280,2024-09-10,Transporte Veloz S.A.,B19524364,Gasto,Transporte,12541.14,2633.64,15174.78,Parcialmente Pagada,7587.39
FAC-2024-0281,2023-08-14,Materailes Hernández,H91214161,Ingreso,Formación,22807.71,2280.77,25088.48,Pendiente,25088.48
FAC-2025-0282,2025-12-01,Distribuciones López,F55356690,Ingreso,Infraestructura,49351.39,1974.06,51325.45,Pagada,0.0
FAC-2023-0283,2025-01-24,Suministros García S.L.,F05057397,Ingreso,Infraestrucutra,22869.94,4802.69,27672.63,Vencida,27672.63
FAC-2024-0284,2025-12-01,Distribuciones López,,Gasto,Limpieza,21912.04,4601.53,26513.57,Pendiente,26513.57
FAC-2025-0285,2024-11-12,Diseño Gráfico Valencia,G86334141,Ingreso,Transporte,43661.06,9168.82,52829.88,Parcialmente Pagada,26414.94
FAC-2023-0286,2025-05-17,Limpieza Industrial Norte,D16087524,Ingreso,Mantenimiento,16322.33,652.89,16975.22,Pendiente,16975.22
FAC-2024-0287,2025-09-06,Mobiliario Oficina Plus,F23302764,Gasto,Limpieza,15795.37,1579.54,17374.91,Pagada,0.0
FAC-2025-0288,2024-08-02,Electricidad Pérez,A47292774,Gasto,Marketing,7094.98,709.5,7804.48,Pagada,0.0
FAC-2023-0289,2023-07-16,Materiales Hernández,C63013674,Gasto,Marketing,8921.82,1873.58,10795.4,Pendiente,10795.4
FAC-2024-0290,2023-01-24,Marketing Online Bcn,H41926764,Gasto,Limpieza,3044.01,639.24,3683.25,Parcialmente Pagada,1841.625
FAC-2025-0291,2023-08-29,Fontaneria Express,,Gasto,Tecnologia,4557.57,957.09,5514.66,Pagada,0.0
FAC-2023-0292,2025-12-06,Marketing Online Bcn,D24329839,Ingreso,Mantenimineto,45583.77,1823.35,47407.12,Parcialmente Pagada,23703.56
FAC-2024-0293,2025-01-02,Materiales Hernández,D14181861,Ingreso,Tecnología,28400.29,5964.06,34364.35,Vencida,34364.35
FAC-2025-0294,2025-09-29,Distribuciones López,A25625889,Ingreso,Infraestructura,5229.26,209.17,5438.43,Vencida,5438.43
FAC-2023-0295,2024-01-10,Techparts España,D41465111,Gasto,Alimentacion,11002.05,440.08,11442.13,Parcialmente Pagda,5721.065
FAC-2024-0296,2025-12-26,Asesoría Fiscal López,F38909728,Ingreso,Formación,35045.16,7359.48,42404.64,Parcialmente pagada,21202.32
FAC-2025-0297,2023-08-30,Electricidad Pérez,D48079705,Ingreso,Consultoría,14858.2,3120.22,17978.42,Pendiente,17978.42
FAC-2023-0298,2024-05-27,Seguridad Total S.L.,E17722560,Ingreso,Formación,11691.71,2455.26,14146.97,Pagada,0.0
FAC-2024-0299,2025-10-11,Diseño Gráfico Valencia,21102258,Gasto,Tecnología,20005.51,2000.55,22006.06,Parcialmente Pagada,11003.03
FAC-2025-0300,2024-07-29,Mobiliario Oficina Plus,B89239231,Ingreso,Infraestructura,38453.02,1538.12,39991.14,Pendiente,39991.14
FAC-2023-0301,2025-09-08,Limpieza Industrial Norte,G35020005,Ingreso,Alimentación,3536.81,742.73,4279.54,Vencida,4279.54
FAC-2024-0302,2025-12-19,Materiales Hernández,C91093371,Gasto,Consultoría,15137.61,1513.76,16651.37,Vencida,16651.37
FAC-2025-0303,2025-09-15,Electricidad Perez,A36788127,Gasto,Tecnología,10504.15,2205.87,12710.02,Parcialmente Pagada,6355.01
FAC-2023-0304,2024-03-27,Asesoria Fiscal Lopez,C42403381,Gasto,Infraestructura,7444.27,297.77,7742.04,Vencida,7742.04
FAC-2024-0305,2024-12-29,Mobiliario Oficina Plus,B64983735,Gasto,Consultoría,5521.03,220.84,5741.87,Pagada,0.0
FAC-2025-0306,2023-12-27,Logística Martínez,G93121637,Gasto,Transporte,4762.06,1000.03,5762.09,Parcialmente Pagada,2881.045
FAC-2023-0307,2023-10-20,Techparts España,B32797245,Ingreso,Alimentación,46960.62,9861.73,56822.35,Pagada,0.0
FAC-2024-0308,2025-05-24,Materiales Hernández,B72131451,Ingreso,Alimentación,19576.46,783.06,20359.52,Pagada,0.0
FAC-2025-0309,2023-08-01,Materiales Hernández,B02252677,Gasto,Mantenimiento,6813.78,1430.89,8244.67,Vencidda,0.0
FAC-2023-0310,2024-05-18,Diseño Gráfico Valencia,G19689313,Gasto,Mantenimiento,9610.47,2018.2,11628.67,Vencida,11628.67
FAC-2024-0311,2025-05-12,Materiales Hernández,A65019179,Gasto,Formación,6100.31,610.03,6710.34,Pendiente,6710.34
FAC-2025-0312,2025-06-28,Asesoría Fiscal López,A66784984,Gasto,Formacion,19545.85,4104.63,23650.48,Parcialmente Pagada,11825.24
FAC-2023-0313,2025-09-04,Alimentación Costa,D41115950,Gasto,Transporte,7864.08,1651.46,9515.54,Pagada,0.0
FAC-2024-0314,2023-04-02,Techparts España,G83565215,Ingreso,Limpieza,28405.1,5965.07,34370.17,Pagada,0.0
FAC-2025-0315,2024-03-17,Materiales Hernández,F72545960,Gasto,Tecnología,20196.53,2019.65,22216.18,Pagada,0.0
FAC-2023-0316,2023-07-12,Suministros García S.L.,B27474721,Ingreso,Limpieza,23012.99,2301.3,25314.29,Pagada,0.0
FAC-2024-0317,2025-11-02,Asesoria Fiscal Lopez,,Gasto,Cosultoría,11279.8,2368.76,13648.56,Pagada,0.0
FAC-2025-0318,2023-05-13,Fontanería Express,H23590960,Gasto,Alimentación,7966.26,1672.91,9639.17,Parcialmente Pagada,4819.585
FAC-2023-0319,2023-05-22,Papelería Central,E20165423,Gasto,Transporte,6883.94,1445.63,8329.57,Pagada,0.0
FAC-2024-0320,2024-10-10,Suministros García S.L.,48072791,Ingreso,Tecnología,1202.25,252.47,1454.72,Pendiente,1454.72
FAC-2025-0321,2023-09-13,Electricidad Pérez,F12765289,Ingreso,Limpieza,35116.2,7374.4,42490.6,Vencida,42490.6
FAC-2023-0322,2025-10-13,Distribuciones Lopez,G33786137,Ingreso,Material De Oficina,37622.21,7900.66,45522.87,Parcialmente Pagada,22761.435
FAC-2024-0323,2024-08-03,Fontanería Express,A60002589,Ingreso,Consultoría,13746.65,549.87,14296.52,Pendiente,14296.52
FAC-2025-0324,2025-04-05,Techparts España,G48253110,Gasto,Transporte,22609.08,4747.91,27356.99,Parcialmente Pagada,13678.495
FAC-2023-0325,2024-03-30,Materiales Hernández,E04120911,Gasto,Consultoria,7458.22,1566.23,9024.45,Pendiente,9024.45
FAC-2024-0326,2023-06-06,Diseño Gráfico Valencia,C40299015,Ingreso,Marketing,10909.65,2291.03,13200.68,Pagada,0.0
FAC-2025-0327,2025-01-17,Formación Tech Academy,H31584776,Ingreso,Infraestructura,6182.03,618.2,6800.23,Pendiente,6800.23
FAC-2023-0328,2025-05-17,Servicios Digitales Ruiz,,Ingreso,Formación,30018.32,1200.73,31219.05,Parcialmente Pagada,15609.525
FAC-2024-0329,2025-01-31,Electricidad Perez,F38164938,Ingreso,Tecnología,7679.46,307.18,7986.64,Pendiente,7986.64
FAC-2025-0330,2023-12-04,Seguirdad Total S.L.,,Gasto,Consultoría,20077.99,4216.38,24294.37,Pendiente,24294.37
FAC-2023-0331,2023-06-13,Limpieza Industrial Norte,B59103002,Gasto,Consultoría,13933.43,557.34,14490.77,Vencida,14490.77
FAC-2024-0332,2023-04-09,Suministros García S.L.,C29712529,Ingreso,Limpieza,47383.67,9950.57,57334.24,Pagada,0.0
FAC-2025-0333,2024-06-24,Papelería Central,D11703037,Gasto,Formacion,19166.74,4025.02,23191.76,Pendiente,23191.76
FAC-2023-0334,2025-11-17,Materiales Hernández,B27113072,Ingreso,Consultoría,10549.53,2215.4,12764.93,Parcialmente Pagada,6382.465
FAC-2024-0335,2023-07-20,Consultoría Ramós,H86103131,Ingreso,Formación,2932.15,615.75,3547.9,Vencida,3547.9
FAC-2025-0336,2024-02-21,Alimentación Costa,H43251225,Gasto,Formación,8723.45,348.94,9072.39,Pendiente,9072.39
FAC-2023-0337,2024-05-21,Mobiliario Oficina Plus,C21145775,Gasto,Formacón,11840.58,2486.52,14327.1,Pagada,0.0
FAC-2024-0338,2023-12-02,Mobiliario Oficina Plus,G53136148,Gasto,Tecnología,3740.11,785.42,4525.53,Vencida,4525.53
FAC-2025-0339,2025-12-01,Seguridad Total S.L.,F41072728,Gasto,Limpieza,17560.8,3687.77,21248.57,Pendiente,21248.57
FAC-2023-0340,2024-12-22,Techparts España,C14236914,Gasto,Limpieza,16523.32,3469.9,19993.22,Pagada,0.0
FAC-2024-0341,2023-10-13,Limpieza Industrial Norte,H82661287,Gasto,Transporte,17098.86,1709.89,18808.75,Parcialmente Pagada,9404.375
FAC-2025-0342,2023-07-01,Marketing Online Bcn,E06260787,Ingreso,Infraestructura,37914.89,7962.13,45877.02,Pagada,0.0
FAC-2023-0343,2025-11-23,Consultoria Ramos,E07931102,Ingreso,Tecnologia,7635.52,1603.46,9238.98,Pagada,0.0
FAC-2024-0344,2024-06-17,Limpieza Industrial Norte,23288377,Gasto,Formación,20551.08,4315.73,24866.81,Pendente,0.0
FAC-2023-0001,2023-09-04,Seguridad Total S.L.,F27740258,Ingreso,Material De Ofinina,28428.35,5969.95,34398.3,Vencida,34398.3
FAC-2023-0346,2023-05-20,Marketing Online Bcn,E25995996,Ingreso,Limpieza,45849.92,9628.48,55478.4,Vencida,55478.4
FAC-2023-0001,2023-05-12,Alimentación Costa,C51762983,Ingreso,Transporte,3565.37,142.61,3707.98,Parcialmente Pagada,1853.99
FAC-2025-0348,2025-01-06,Distribuciones López,H33978559,Ingreso,Material De Oficina,38832.09,8154.74,46986.83,Pendiente,46986.83
FAC-2023-0349,2024-04-17,Materiales Hernández,E65124189,Gasto,Tecnologia,1334.4,280.22,1614.62,Pagada,0.0
FAC-2024-0350,2024-06-18,Papelería Central,A37199051,Ingreso,Material De Oficina,10425.31,2189.32,12614.63,Vencida,12614.63
FAC-2025-0351,2023-02-13,Electricidad Pérez,A87066266,Gasto,Formación,23284.6,4889.77,28174.37,Vencida,28174.37
FAC-2023-0352,2023-04-04,Logistica Martinez,F93429671,Ingreso,Alimentación,49551.47,10405.81,59957.28,Parcialm. Pagada,0.0
FAC-2024-0353,2025-10-28,Electricidad Perez,C83483152,Gasto,Alimentación,2654.24,106.17,2760.41,Vencida,2760.41
FAC-2025-0354,2023-02-08,Techparts España,E08509549,Gasto,Mantenimiento,21576.18,4531.0,26107.18,Parcialmente Pagada,13053.59
FAC-2023-0355,2025-11-28,Distribuciones Lopez,B38459609,Gasto,Limpieza,6539.51,1373.3,7912.81,Parcialmente Pagada,3956.405
FAC-2024-0356,2025-01-04,Suministros García S.L.,B72444723,Gasto,Material Oficina,12031.19,2526.55,14557.74,Parcialmente Pagada,7278.87
FAC-2025-0357,2024-12-24,Alimentacion Costa,D35956164,Ingreso,Limpieza,27251.85,5722.89,32974.74,Vencida,32974.74
FAC-2023-0358,2023-02-22,Servicios Digitales Ruiz,F36902611,Gasto,Material De Oficina,2700.49,270.05,2970.54,Vencida,2970.54
FAC-2024-0359,2025-12-01,Distribuciones López,F37513765,Ingreso,Mantenimiento,22330.36,893.21,23223.57,Parcialmente Pagada,11611.785
FAC-2025-0360,2024-06-17,Materiales Hernández,D27021648,Ingreso,Marketing,39894.87,1595.79,41490.66,Pendiente,41490.66
FAC-2023-0361,2024-05-09,Fontanería Express,B01576764,Gasto,Consultoría,17813.99,3740.94,21554.93,Pendiente,21554.93
FAC-2024-0362,2025-02-15,Materiales Hernandez,H50988986,Ingreso,Mantenimiento,16361.63,1636.16,17997.79,Vencida,17997.79
FAC-2025-0363,2023-12-06,Papelería Central,,Gasto,Tecnología,3007.85,120.31,3128.16,Vencida,3128.16
FAC-2023-0364,2024-08-27,Hosting & Cloud Slu,51315285,Gasto,Formación,22953.98,4820.34,27774.32,Pendiente,27774.32
FAC-2024-0365,2024-05-18,Asesoria Fiscal Lopez,H42318306,Gasto,Alimentacion,3465.02,727.65,4192.67,Pagada,0.0
FAC-2025-0366,2025-09-30,Servicios Digitales Ruiz,G75361275,Gasto,Alimentación,19928.82,4185.05,24113.87,Vencida,24113.87
FAC-2023-0367,2025-11-05,Seguridad Total S.L.,H66404735,Ingreso,Material De Oficina,11147.76,2341.03,13488.79,Vencida,13488.79
FAC-2024-0368,2025-02-15,Mobiliario Oficina Plus,D58328634,Gasto,Transporte,2301.81,92.07,2393.88,Pagada,0.0
FAC-2025-0369,2023-03-28,Asesoría Fiscál López,,Ingreso,Infraestructura,8268.8,330.75,8599.55,Parcialmente Pagada,4299.775
FAC-2023-0370,2024-07-15,Consultoria Ramos,D68474883,Gasto,Infraestructura,11499.7,2414.94,13914.64,Pagada,0.0
FAC-2024-0371,2025-01-27,Hosting & Cloud Slu,B82379312,Ingreso,Marketing,24101.91,5061.4,29163.31,Pendiente,29163.31
FAC-2025-0372,2025-04-12,Consultoría Ramos,F35778811,Ingreso,Material De Oficina,43635.68,1745.43,45381.11,Vencidda,0.0
FAC-2023-0373,2025-05-06,Diseño Gráfico Valencia,F92248395,Ingreso,Infraestrucutra,20270.58,810.82,21081.4,Parcialmente Pagda,10540.7
FAC-2024-0374,2025-08-21,Suministros García S.L.,F10979215,Gasto,Marketing,1722.85,361.8,2084.65,Pendiente,2084.65
FAC-2025-0375,2024-02-19,Limpieza Industrial Norte,59994973,Gasto,Mantenimiento,1983.03,198.3,2181.33,Parcialmente Pagada,1090.665
FAC-2023-0376,2025-08-24,Techparts España,F48581932,Ingreso,Infraestructura,16690.92,3505.09,20196.01,Parcialmente Pagada,10098.005
FAC-2024-0377,2025-01-18,Distribuciones López,D65203758,Gasto,Consultoría,21391.54,855.66,22247.2,Pendiente,22247.2
FAC-2025-0378,2023-03-04,Fontanería Express,B05092221,Ingreso,Limpieza,43227.67,9077.81,52305.48,Vencida,52305.48
FAC-2023-0379,2025-01-20,Mobiliario Oficina Plus,C41270493,Ingreso,Consultoría,26058.85,5472.36,31531.21,Vencida,31531.21
FAC-2024-0380,2025-08-06,Distribuciones Lopéz,A35713432,Gasto,Formacion,2249.64,472.42,2722.06,Pagada,0.0
FAC-2025-0381,2024-12-28,Papelería Central,,Gasto,Limpieza,14488.47,579.54,15068.01,Pagada,0.0
FAC-2023-0382,2023-08-25,Papelería Central,,Ingreso,Formacón,26092.98,2609.3,28702.28,Vencida,28702.28
FAC-2024-0383,2024-06-01,Hosting & Cloud Slu,B66496902,Gasto,Marketing,18098.14,3800.61,21898.75,Parcialmente Pagada,10949.375
FAC-2025-0384,2023-10-17,Materiales Hernandéz,E41233613,Gasto,Mat. Oficina,20047.17,4209.91,24257.08,Pagada,0.0
FAC-2023-0385,2025-03-04,Diseño Gráfico Valencia,96815790,Gasto,Formación,3256.13,325.61,3581.74,Pendiente,3581.74
FAC-2024-0386,2023-04-01,Logística Martínez,H04622681,Ingreso,Transporte,10956.0,2300.76,13256.76,Parcialmente Pagada,6628.38
FAC-2025-0387,2023-04-22,Marketing Online Bcn,H58512686,Ingreso,Formacion,15496.25,619.85,16116.1,Parcialm. Pagada,0.0
FAC-2023-0388,2023-04-13,Techparts España,C45607540,Ingreso,Formacón,44513.71,1780.55,46294.26,Parcialmente Pagada,23147.13
FAC-2024-0389,2025-07-27,Papelería Central,G81546602,Gasto,Formación,1063.99,42.56,1106.55,Pendiente,1106.55
FAC-2025-0390,2025-06-13,Alimentación Costa,E06306244,Ingreso,Consultoría,14101.94,1410.19,15512.13,Parcialmente Pagada,7756.065
FAC-2023-0391,2024-11-04,Mobiliario Oficina Plus,H73826460,Gasto,Mantenimineto,13559.38,2847.47,16406.85,Parcialmente Pagada,8203.425
FAC-2024-0392,2023-11-16,Limpieza Industrial Norte,E87368269,Gasto,Formacion,15640.32,1564.03,17204.35,Parcialmente Pagada,8602.175
FAC-2025-0393,2024-07-25,Fontanería Express,,Gasto,Consultoría,8019.12,320.76,8339.88,Pendiente,8339.88
FAC-2023-0394,2025-04-20,Distribuciones López,G05932971,Gasto,Mantenimiento,4762.43,1000.11,5762.54,Parcialmente Pagada,2881.27
FAC-2024-0395,2024-08-23,Servicios Digitales Ruiz,D27819523,Gasto,Alimentacion,1667.08,350.09,2017.17,Vencida,2017.17
FAC-2025-0396,2023-05-09,Fontanería Express,A46056876,Ingreso,Marketing,35931.85,7545.69,43477.54,Vencida,43477.54
FAC-2023-0397,2024-06-25,Consultoria Ramos,H57494902,Ingreso,Alimentación,5307.72,1114.62,6422.34,Parcialmente Pagada,3211.17
